1,6808,2237
2,9934,122
3,6755,1385
4,62,3424
5,3841,805
6,6416,8313
7,334,3601
8,5423,3678
9,1665,550
10,9350,73
11,7083,8261
12,2794,4486
13,5322,937
14,1356,9284
15,6863,3123
16,7404,1214
17,6210,6835
18,6505,3400
19,5223,3375
20,9625,6741
21,7844,6628
22,5361,53
23,3733,5931
24,4952,3585
25,2215,6560
26,372,5401
27,6729,1472
28,6225,3126
29,6437,4139
30,3865,9342
31,2135,5749
32,3517,7437
33,4670,3064
34,7712,8386
35,4366,6702
36,9812,6826
37,732,6147
38,7940,6749
39,5196,2743
40,6193,6148
41,248,9827
42,9998,8728
43,4903,7212
44,1451,1204
45,4963,4483
46,9152,994
47,1235,8792
48,2987,3265
49,3708,5443
50,151,226
51,8811,9151
52,4996,7428
53,5731,5713
54,8585,6390
55,8355,492
56,3213,3437
57,1775,2208
58,1421,9030
59,4917,6915
60,7448,5470
61,9282,7525
62,5143,9698
63,8550,3289
64,4449,7706
65,5731,3809
66,2837,6503
67,748,473
68,2788,225
69,1968,9126
70,110,566
71,1191,6127
72,6197,1271
73,170,9262
74,7159,9534
75,3607,5057
76,3592,7663
77,9192,1578
78,5458,3629
79,2081,292
80,4626,8541
81,1213,8297
82,9294,8985
83,9165,5357
84,7126,1473
85,8744,3570
86,2709,2655
87,6390,5667
88,4751,2400
89,3815,2981
90,4548,3790
91,8628,1327
92,4783,1225
93,756,8462
94,1582,7131
95,4883,5427
96,6566,196
97,3241,1553
98,3610,7835
99,9216,6953
100,3598,6007
