1,6808,2237
1,6808,2237
2,4445,1703
3,4551,558
4,8179,6783
5,7004,4304
6,401,7779
7,2929,7910
8,4984,435
9,7052,1462
10,6075,8465
11,8959,8911
12,5916,4144
13,7463,9965
14,2234,1693
15,394,546
16,3080,6068
17,7849,9296
18,3482,2114
19,3021,8000
20,6587,7461
21,7855,968
22,7354,6182
23,7135,4750
24,3489,7871
25,3098,6805
26,1500,96
27,5693,1615
28,3785,3828
29,1998,6516
30,9510,9675
31,6716,8522
32,5510,1493
33,7354,380
34,8693,9061
35,1043,5715
36,4824,6849
37,6695,8896
38,4599,5198
39,3606,5853
40,9983,8723
41,4645,8016
42,7999,9900
43,1285,541
44,2032,3982
45,9402,4399
46,8834,6972
47,2283,9397
48,1981,6894
49,6345,242
50,5293,9471
51,7162,542
52,4343,441
53,8114,7930
54,6924,8755
55,6418,8123
56,4828,8421
57,8151,2724
58,7146,7676
59,3868,3853
60,5303,9603
61,79,6573
62,6142,6268
63,377,1473
64,2569,3595
65,8915,2502
66,7172,3279
67,5512,1339
68,791,3576
69,3730,6710
70,6144,4374
71,2951,8625
72,3367,5551
73,3667,9726
74,7189,1192
75,6420,8038
76,2939,9330
77,5594,720
78,4789,6964
79,4307,4686
80,2746,9930
81,3636,6831
82,4900,8071
83,3000,4448
84,8622,3054
85,4804,2670
86,636,9349
87,7564,2933
88,3106,3476
89,3458,5057
90,9999,1165
91,174,3530
92,5758,3267
93,7407,5651
94,5926,6996
95,1183,4962
96,3899,2225
97,7900,5222
98,4765,289
99,9470,9795
100,1920,7977
